ཀོ་བ,167
ཀོ་བྱི་ལ,3
ཀོ་རོ,7
ཀོ་ལ,16
ཀོ་ཤ,54
ཀོ་ཥ,13
ཀོ་སྐོ,2
ཀོག,4
ཀོང་ཇོ,30
ཀོང་པོ,175
ཀོང་པོ་བུ་ཆུ,10
ཀོང་བུ,103
ཀོང་མོ,1
ཀོན་པ,2
ཀོར,11
ཀོས་ཀོ,2
ཀྱལ་ཀ,31
ཀྱལ་ཀྱལ,2
ཀྱི་ལི་ལི,3
ཀྱི་ལྕེ,2
ཀྱི་ཧུད,16
ཀྱིལ་ལེ,1
ཀྱུ,677
ཀྱུ་མ,6
ཀྱུ་རུ་རུ,49
ཀྱུང་བུ,1
ཀྱེ,1628
ཀྱེ་མ,793
ཀྱེ་མ་ཧུད,3
ཀྱེ་མ་ཧོ,6
ཀྱེ་རྡོར,37
ཀྱེ་ཧུད,2
ཀྱེད,1
ཀྱོ་བ,7
ཀྱོག་པ,10
ཀྱོག་པོ,41
ཀྱོང་བུ,2
ཀྱོང་མོ,1
ཀྲད,2
ཀྲི་ག,1
ཀྲི་ཡ,56
ཀྲུགས,1
ཀྲོང་ངེ་བ,4
ཀླ་ཀློ,153
ཀླག,11
ཀླགས་པ,18
ཀླད,18
ཀླད་ཀོར,1
ཀླད་གཟེར,1
ཀླད་དོན,6
ཀླད་པ,375
ཀླད་མ,1
ཀླད་རྒྱ,27
ཀླད་རྒྱས,2
ཀླད་སྒོ,1
ཀླན་ཀ,213
ཀླན་པ,6
ཀླས,24
ཀླས་པ,725
ཀླུ,8178
ཀླུ་གཉན,1
ཀླུ་གཏོར,9
ཀླུ་ཆེན,5
ཀླུ་ནད,1
ཀླུ་བདུད,4
ཀླུ་བཙན,11
ཀླུ་མོ,47
ཀླུ་འབུམ,9
ཀླུ་རྒྱལ,5
ཀླུ་སྒྲུབ,505
ཀླུ་སྨན,17
ཀླུང,22
ཀླུང་པ,6
ཀླུང་རྟ,2
ཀླུངས,2
ཀླུབ,10
ཀླུབ་པ,13
ཀླུབས,53
ཀློག,75
ཀློག་གྲྭ,2
ཀློག་པ,1006
ཀློག་འདོན,4
ཀློག་སྐྱ,11
ཀློག་སློབ,2
ཀློགས,4
ཀློང,953
ཀློང་ཆེན,2
ཀློང་ཡངས,9
ཀློང་རྡོལ,2
ཀློང་སྡེ,47
ཁ,47715
ཁ་ཁ,68
ཁ་ཁྱེར,3
ཁ་ཁྲལ,1
ཁ་གང,3
ཁ་གང་བ,1
ཁ་གང་མ,2
ཁ་གཅོད,2
ཁ་གཏད་པ,2
ཁ་གཏམ,3
ཁ་གསག,5
ཁ་གསོས,14
ཁ་གྱེས་པ,20
ཁ་ངན,12
ཁ་ཅིག,14
ཁ་ཆ,1
ཁ་ཆིངས,11
ཁ་ཆུ,136
ཁ་ཆེ,1089
ཁ་ཆེམས,1
ཁ་ཆོས,1
ཁ་ཏ,30
ཁ་ཏ་བ,2
ཁ་ཏོན,5
ཁ་ཐལ་བ,1
ཁ་དཀར་པོ,6
ཁ་དཔེ,1
ཁ་དབྲག,3
ཁ་དམ་པོ,2
ཁ་དོག,71
ཁ་དྲག,4
ཁ་དྲོ,6
ཁ་ནུབ,8
ཁ་པ,173
ཁ་པོ,8
ཁ་པོ་ཆེ,2
ཁ་ཕྱི,109
ཁ་ཕྱེ,9
ཁ་ཕྲུ,16
ཁ་བ,594
ཁ་བད,1
ཁ་བརྒྱ,1
ཁ་བརྡ,1
ཁ་བཤལ,1
ཁ་བྱང,1
ཁ་བྲག,2
ཁ་མང་པོ,1
ཁ་མཆུ,23
ཁ་མོ,1
ཁ་ཚ,64
ཁ་ཚ་བ,1
ཁ་ཚང,1
ཁ་ཚིག,1
ཁ་ཞེ,2
ཁ་ཟས,36
ཁ་འདོན,1
ཁ་འབུས,4
ཁ་འཚུབ,1
ཁ་འཛིན,7
ཁ་ཡ,248
ཁ་ཡིག,19
ཁ་ཡོག,1
ཁ་ར,31
ཁ་རལ་བ,1
ཁ་རུ,14
ཁ་རུ་ཚྭ,19
ཁ་རོ,2
ཁ་རྒྱན,34
ཁ་རྗེ,4
ཁ་ལབ,1
ཁ་ལོ,8
ཁ་ལོ་པ,48
ཁ་ལོག་པ,6
ཁ་ལྟ་བ,7
ཁ་ཤ,84
ཁ་ཤས,5
ཁ་ས,20
ཁ་སོ,28
ཁ་སྐོང,1
ཁ་སྐོམ,4
ཁ་སྒོ,17
ཁ་སྤུ,6
ཁ་སྤོས་པ,3
ཁ་སྦྱར,6
ཁ་སྦྱོར,74
ཁག,38
ཁང་ཁྱིམ,10
ཁང་གཉེར,2
ཁང་གཞི,7
ཁང་ཆེན,4
ཁང་པ,2096
ཁང་བཟང,2
ཁང་བུ,275
ཁང་རུལ,1
ཁང་རྩ,2
ཁང་སྒྲོམ,6
ཁད,102
ཁབ,135
ཁབ་མགོ,1
ཁབ་རྩེ,12
ཁབ་ལེན,8
ཁབ་སོ,9
ཁམ,100
ཁམ་ནག,1
ཁམ་པ,80
ཁམ་ཕོར,3
ཁམ་བུ,15
ཁམ་ས,9
ཁམས,1730
ཁམས་པ,107
ཁར་རྗེ,2
ཁལ,20
ཁལ་ཁ,2
ཁལ་པ,1
ཁལ་མ,2
ཁས་ལེན,2
ཁུ,409
ཁུ་ཁྲག,3
ཁུ་ཆུ,4
ཁུ་དབོན,9
ཁུ་པ,3
ཁུ་བ,1451
ཁུ་བ་མ,1
ཁུ་བོ,57
ཁུ་བྱུག,3
ཁུ་ཚུར,13
ཁུ་ཡུག,2
ཁུ་ཡེ,3
ཁུ་ར,1
ཁུ་རྡུལ,1
ཁུ་ལེ,4
ཁུག,1624
ཁུག་པ,229
ཁུག་མ,112
ཁུག་རྟ,4
ཁུག་རྣ,8
ཁུག་སྣ,11
ཁུགས་པ,123
ཁུང,329
ཁུང་བུ,276
ཁུངས,78
ཁུངས་མ,8
ཁུམས,141
ཁུར,352
ཁུར་བ,226
ཁུར་ཙ,1
ཁུར་རྩ,1
ཁུལ,11
ཁེ,56
ཁེག,16
ཁེགས་པ,1398
ཁེང,68
ཁེང་བ,19
ཁེངས་པ,1458
ཁེངས་རློམ,1
ཁེངས་སེམས,1
ཁེན,5
ཁེན་པ,2
ཁེབ,21
ཁེབས,106
ཁེབས་པ,880
ཁེལ་བ,135
ཁོ,1636
ཁོ་ཉིད,2
ཁོ་ན,17257
ཁོ་པ,25
ཁོ་བོ,6451
ཁོ་མོ,721
ཁོ་ར,2
ཁོ་རང,1
ཁོ་རེ,5
ཁོ་ཤེད,1
ཁོག,25
ཁོག་གཅིག,1
ཁོག་པ,491
ཁོག་མ,16
ཁོག་འབུབས,2
ཁོག་ཡངས,4
ཁོག་སྟོད,3
ཁོག་སྨད,1
ཁོང,10
ཁོང་ཁྲོ,85
ཁོང་ཁྲོ་བ,202
ཁོང་གློད,1
ཁོངས,94
ཁོད,17
ཁོན,6
ཁོན་པ,1
ཁོམ་པ,252
ཁོར,1
ཁོར་མོ,79
ཁོར་ཡུག,14
ཁོར་ཡུག་རི,4
ཁོལ,425
ཁོལ་ཁོལ,1
ཁོལ་པོ,52
ཁོལ་བ,413
ཁོལ་བུ,136
ཁོལ་མ,184
ཁོལ་མོ,52
ཁོས,95
ཁོས་པ,1
ཁྭ,40
ཁྭ་ཏ,133
ཁྱག,9
ཁྱག་པ,14
ཁྱད,126
ཁྱད་གསོད,2
ཁྱད་ཆོས,96
ཁྱད་པར,10
ཁྱད་པར་ཅན,501
ཁྱད་མཚར,1
ཁྱད་འཕགས,58
ཁྱབ་གནས,1
ཁྱབ་པ,24859
ཁྱབ་བདག,22
ཁྱབ་བརྡལ,4
ཁྱབ་བྱ,91
ཁྱབ་བྱེད,1
ཁྱབ་འཇུག,11
ཁྱབ་འཇུག་གནས,1
ཁྱམས,36
ཁྱི,507
ཁྱི་གུ,2
ཁྱི་ཟླ,1
ཁྱི་ར,10
ཁྱི་ར་བ,17
ཁྱི་རྔོ,2
ཁྱི་ལོ,34
ཁྱི་སྨྱོན,1
ཁྱིགས,3
ཁྱིམ,219
ཁྱིམ་གནས,2
ཁྱིམ་ཅན,5
ཁྱིམ་ཐབ,3
ཁྱིམ་ནང,1
ཁྱིམ་པ,2119
ཁྱིམ་ཕུགས,1
ཁྱིམ་བདག,16
ཁྱིམ་བྱ,53
ཁྱིམ་མི,3
ཁྱིམ་ཞག,2
ཁྱིམ་ཟླ,10
ཁྱིམ་འཕོ,1
ཁྱིམ་ལོ,13
ཁྱིམ་ས,6
ཁྱིའུ,3
ཁྱིར,8
ཁྱུ,102
ཁྱུ་གཡག,1
ཁྱུ་པ,1
ཁྱུ་མཆོག,27
ཁྱུག,9
ཁྱུང,39
ཁྱུང་ཁྲ,44
ཁྱུང་ཆེན,6
ཁྱུང་དཀར,1
ཁྱུང་པོ,152
ཁྱུང་སྔོན་སྐྱེས,3
ཁྱུད་མོ,5
ཁྱེ,55
ཁྱེད,398
ཁྱེད་པ,97
ཁྱེམ,1
ཁྱེར,1383
ཁྱེར་བ,891
ཁྱེས,11
ཁྱོ་ག,3
ཁྱོ་ཕོ,7
ཁྱོ་བོ,4
ཁྱོ་མོ,1
ཁྱོ་ཤུག,3
ཁྱོག,12
ཁྱོག་པ,4
ཁྱོག་པོ,2
ཁྱོགས,44
ཁྱོད,2023
ཁྱོན,187
ཁྱོར་བ,86
ཁྲ,349
ཁྲ་ཁྲ,1
ཁྲ་ཆེམ་མེ,1
ཁྲ་པ,1
ཁྲ་བོ,251
ཁྲ་བོ་ལ,1
ཁྲ་མ,13
ཁྲ་ཟླ,1
ཁྲ་འབྲུག,6
ཁྲ་ལྷམ་མེ,1
ཁྲག,950
ཁྲག་ཁྲིག,3
ཁྲག་ཐིགས,2
ཁྲག་བཤལ,1
ཁྲག་མཁྲིས,6
ཁྲག་འཐུང,7
ཁྲག་འཛག,4
ཁྲག་འཛིན,53
ཁྲག་རུལ,1
ཁྲག་རྒྱས,1
ཁྲག་སྐྱུག,5
ཁྲག་སྐྲན,3
ཁྲབ,47
ཁྲབ་བྱང,2
ཁྲབ་རྨོག,4
ཁྲམ,15
ཁྲམ་ཁྲམ,1
ཁྲམ་པ,22
ཁྲམ་བམ,3
ཁྲམ་ཤིང,2
ཁྲལ,5
ཁྲི,2810
ཁྲི་ཆེན,1
ཁྲི་པ,125
ཁྲི་བཙན་ནམ,2
ཁྲི་འདུ,1
ཁྲིགས,99
ཁྲིད,1573
ཁྲིད་པ,848
ཁྲིམས,252
ཁྲིམས་ཕོག,2
ཁྲིམས་བདག,2
ཁྲིམས་ར,4
ཁྲིའུ,69
ཁྲུ,100
ཁྲུད་མ,3
ཁྲུམས,3
ཁྲུམས་ཟླ,48
ཁྲུམས་སྨད,2
ཁྲུས,212
ཁྲུས་ཆལ,1
ཁྲུས་ཆུ,43
ཁྲུས་བུམ,25
ཁྲུས་མ,3
ཁྲུས་རས,1
ཁྲུས་རྩི,2
ཁྲུས་སྡེར,2
ཁྲེ,25
ཁྲེ་རྒོད,4
ཁྲེའུ,3
ཁྲེལ་བ,182
ཁྲེས,14
ཁྲེས་པོ,6
ཁྲོ,735
ཁྲོ་གཉེར,4
ཁྲོ་ཆུ,214
ཁྲོ་དཀར,1
ཁྲོ་ནག,1
ཁྲོ་བ,1850
ཁྲོ་བོ,6983
ཁྲོ་མོ,781
ཁྲོ་རྒྱལ,4
ཁྲོ་ལ,1
ཁྲོ་སྐྱབས,1
ཁྲོག,2
ཁྲོད,362
ཁྲོན་པ,287
ཁྲོན་བུ,6
ཁྲོན་མ,3
ཁྲོམ,32
ཁྲོམ་ས,1
ཁྲོམས,1
ཁྲོལ,870
ཁྲོལ་བ,33
ཁྲོལ་བུ,12
ཁྲོལ་མ,1
ཁྲོས་པ,3638
ཁྲོས་མ,225
ག,22454
ག་ག་ཚིལ,1
ག་གེ་མོ,1
ག་ཆད,1
ག་དུར,1
ག་པུར,138
ག་ཞ,33
ག་འདྲ,5
ག་འུ,26
ག་རེ,64
ག་ལ,35
ག་ལེ,54
ག་ཤ,14
ག་ཤལ,3
ག་ས,2
གག,35
གག་པ,28
གང་ག,50
གང་གཱ,2394
གང་ཅི,35
གང་དག,77
གང་དེ,16
གང་པོ,304
གང་བ,13104
གང་བུ,16
གང་ཞིག,114
གང་ཟག,346
གང་འདྲ,2
གང་རུང,1
གང་ས,14
གང་སྒྲ,1
གང་སྔ,6
གངས,51
གངས་ཅན,6
གངས་ཆུ,14
གངས་རི,1270
གངས་སྦལ,1
གཅག,24
གཅད་པ,1427
གཅན,41
གཅན་གཟན,17
གཅན་པ,3
གཅམ་བུ,45
གཅར་བ,5
གཅི་བ,343
གཅིག,11228
གཅིག་པ,16731
གཅིག་པུ,3603
གཅིན་པ,2
གཅིར་བ,1
གཅིས,1
གཅུ་བ,20
གཅུགས་པ,141
གཅུང་པོ,18
གཅུན་པ,186
གཅུར་བ,5
གཅུས,50
གཅུས་པ,18
གཅེ,77
གཅེན,10
གཅེན་པོ,4
གཅེར་བུ,631
གཅེར་མོ,14
གཅེས་པ,2192
གཅེས་པོ,3
གཅེས་ཕྲུག,2
གཅེས་བཏུས,2
གཅེས་མིང,1
གཅེས་འཛིན,2
གཅེས་སྤྲས,1
གཅོ་བོ,3
གཅོག,68
གཅོག་པ,102
གཅོང་ཆེན,2
གཅོད་ཐབས,1
གཅོད་པ,11254
གཅོད་ལུགས,1
གཅོར་བ,1
གཅོལ་བ,2
གཉག,5
གཉགས,3
གཉན,167
གཉན་པ,390
གཉན་པོ,415
གཉན་བུ,1
གཉན་ཚད,1
གཉན་ས,107
གཉའ་གནོན,9
གཉའ་བ,58
གཉའ་བོ,6
གཉའ་ལྟག,2
གཉི་ག,13
གཉིད,63
གཉིད་དཀྲོག,1
གཉིད་པ,75
གཉེ་བོ,2
གཉེ་མ,9
གཉེན,420
གཉེན་ཀ,1
གཉེན་པོ,10069
གཉེན་འདུན,1
གཉེན་སྟོན,1
གཉེན་སྡེ,1
གཉེར་པ,67
གཉེར་བ,2020
གཉེར་མ,36
གཉོགས,1
གཉོས,8
གཏག,9
གཏང་བ,1414
གཏང་རག,34
གཏད,4645
གཏད་པ,3852
གཏད་རབས,1
གཏད་རྒྱ,30
གཏད་ས,7
གཏད་སོ,9
གཏན,6
གཏན་ཁྲིམས,2
གཏན་པ,156
གཏན་བུ,1
གཏན་ཚིག,1
གཏན་ཚིགས,52
གཏམ,741
གཏམ་གཞི,3
གཏམ་པ,16
གཏམ་ཚོགས,5
གཏམས,1033
གཏམས་པ,789
གཏའ,13
གཏའ་མ,46
གཏར་ཁ,4
གཏར་ག,5
གཏར་བ,51
གཏི་མུག,110
གཏིག,10
གཏིགས,10
གཏིགས་པ,11
གཏིང,5
གཏིང་རྡོ,8
གཏིབ་པ,22
གཏིབས,978
གཏིབས་པ,278
གཏུག,65
གཏུགས,323
གཏུགས་པ,930
གཏུན,69
གཏུབ་པ,280
གཏུབས,463
གཏུབས་པ,155
གཏུམ་དྲག,19
གཏུམ་པ,724
གཏུམ་པོ,542
གཏུམ་མོ,2312
གཏུམ་རྔམ,8
གཏུམས་པ,30
གཏུར་བུ,32
གཏུལ་བ,18
གཏེ་བ,2
གཏེང་པ,12
གཏེར,2206
གཏེར་ཁ,2
གཏེར་གནས,2
གཏེར་ཆེན,41
གཏེར་ཆོས,5
གཏེར་བདག,9
གཏེར་མ,356
གཏེར་སྟོན,8
གཏོ,25
གཏོག,36
གཏོགས,1395
གཏོགས་པ,11693
གཏོང་བ,5963
གཏོང་སྒོ,1
གཏོད,534
གཏོད་པ,947
གཏོར,2849
གཏོར་གདུགས,1
གཏོར་གསུམ,3
གཏོར་ཕུད,1
གཏོར་བ,1249
གཏོར་བུ,1
གཏོར་མ,6437
གཏོར་མགྲོན,5
གཏོར་ཟ,1
གཏོར་ཟན,4
གཏོར་ཟོར,3
གཏོར་ཟློག,15
གཏོར་ར,2
གཏོར་རོ,1
གཏོལ་བ,2
གཏོས,5
གཏོས་པ,2
གད,472
གད་ཀ,4
གད་ཁ,4
གད་པ,20
གད་མོ,180
གད་རྒྱངས་ཅན,23
གདག,80
གདགས་གཞི,156
གདགས་པ,2869
གདང,86
གདང་བ,37
གདང་བུ,6
གདངས,552
གདངས་དབྱངས,5
གདངས་པ,357
གདན,1357
གདན་ཁྲི,9
གདན་ས,597
གདབ་པ,4103
གདམ་ཀ,5
གདམ་ང,1
གདམ་ངག,56
གདམ་པ,125
གདམས་ངག,488
གདམས་པ,6664
གདའ,2851
གདའ་མོ,1
གདལ་བ,102
གདས་པ,10
གདིང,33
གདུ་བ,40
གདུ་བུ,83
གདུག,58
གདུག་པ,4130
གདུག་འདྲེ,32
གདུག་རྩུབ,4
གདུག་སྤྱོད,2
གདུགས,355
གདུགས་དཀར,10
གདུགས་ཚོད,1
གདུང,53
གདུང་ཐལ,25
གདུང་དབྱངས,12
གདུང་བ,2942
གདུང་མ,29
གདུང་འབོད,5
གདུང་འཛིན,3
གདུང་རབས,12
གདུང་རིགས,2
གདུང་རུས,110
གདུང་རྒྱུད,6
གདུང་རྟེན,5
གདུང་ཤུགས,4
གདུང་སྐྱོབ,1
གདུངས་པ,731
གདུད་པ,18
གདུབ,35
གདུབ་སྐོར,4
གདུལ་བ,1530
གདུལ་བྱ,5743
གདུས,1
གདུས་ཁུ,3
གདུས་པ,15
གདེག,4
གདེང,8
གདེང་བ,13
གདེང་ཚད,6
གདེངས,448
གདེངས་ཀ,69
གདེངས་ཅན,4
གདེངས་པ,242
གདོང,197
གདོང་ཁ,2
གདོང་ཁེབས,1
གདོང་དཀར,1
གདོང་པ,147
གདོངས,11
གདོད་མ,1114
གདོན,635
གདོན་པ,1259
གདོན་འདྲེ,1
གདོམས,1
གདོལ་པ,466
གདོས,4
གདོས་པ,13
གདོས་བཅས,4
གན,72
གན་ཇི་ར,1
གན་དྷོ་ལ,7
གན་པ,24
གན་མཛོད,1
གན་རྐྱལ,7
གནག,195
གནག་ཁྱུ,1
གནག་པ,628
གནག་པོ,1
གནག་རྫི,21
གནང་ཆ,1
གནངས,2
གནད,2084
གནད་ཀ,11
གནད་དོན,2
གནད་འགག,2
གནམ,15
གནམ་གྲུ,1
གནམ་པོ,15
གནམ་མཚོ,41
གནམ་ཡོལ,1
གནམ་རུ,8
གནམ་རྒྱན,3
གནམ་ལོ,69
གནམ་ལྕགས,7
གནམ་ས,75
གནམ་སྒོ,3
གནའ་བ,7
གནའ་བོ,26
གནའ་མི,1
གནའ་མོ,1
གནས,23176
གནས་གཞི,55
གནས་ཆ,11
གནས་ཆེན,2
གནས་དུས,2
གནས་པ,73796
གནས་པོ,30
གནས་བདག,59
གནས་བརྟན,1
གནས་མ,94
གནས་མཆོག,10
གནས་མལ,2
གནས་མིན,4
གནས་མོ,1
གནས་ཚད,1
གནས་ཚུལ,89
གནས་འགྱུ,27
གནས་ཡིག,2
གནས་ཡུལ,3
གནས་རི,2
གནས་ལུགས,212
གནས་སྐབས,21
གནས་སྐོར,1
གནས་སྤར,1
གནུབས,16
གནོང་བ,41
གནོངས,2
གནོད་གནས,1
གནོད་པ,12069
གནོད་འཚེ,45
གནོད་སེམས,57
གནོད་སྦྱིན,6
གནོན་པ,2995
གབ་པ,294
གབ་ཙེ,8
གབ་ཚིག,10
གབ་ཚེ,4
གབ་ཡིག,1
གབ་རྒྱ,25
གབ་རྩེ,5
གམ་པ,17
གཙག,3
གཙག་པ,1
གཙག་བུ,2
གཙགས་པ,9
གཙང་དག,1
གཙང་དམེ,13
གཙང་པ,94
གཙང་པོ,61
གཙང་བ,2838
གཙང་བཙོག,1
གཙང་མ,3392
གཙང་རྨེ,4
གཙང་སྤྱོད,1
གཙང་སྦྱོར,1
གཙང་སྦྲ,186
གཙིགས,638
གཙིགས་པ,1021
གཙུག,88
གཙུག་གཡུ,1
གཙུག་ཏོར,61
གཙུག་ཕུད,6
གཙུག་ཞྭ,1
གཙུག་ལག,6
གཙུབ་པ,16
གཙུབས,2
གཙུབས་པ,50
གཙེ་བ,136
གཙེའུ,1
གཙེར་བ,11
གཙེས,68
གཙེས་པ,204
གཙོ་བོ,20715
གཙོ་འཁོར,19
གཙོ་སེམས,2
གཙོགས,1
གཙོད,2
གཙོད་ཁྲག,2
གཞག,1833
གཞན,3095
གཞན་ངོ,25
གཞན་མ,4
གཞའ་བ,6
གཞའ་ཚོན,2
གཞར་བ,14
གཞལ་དཔག,1
གཞལ་བ,1004
གཞལ་བྱ,1236
གཞས,1
གཞི,14972
གཞི་གྲུབ,1
གཞི་དཀར་པོ,20
གཞི་བདག,6
གཞི་བསྙེན,1
གཞི་བསྡུ་བ,1
གཞི་བོ,4
གཞི་མ,38
གཞི་ཚུགས,10
གཞི་རྩ,3
གཞི་ལྔ,14
གཞི་ལྡོག,2
གཞི་ཤེས,27
གཞིག,51
གཞིགས,3
གཞིགས་པ,47
གཞིབ་པ,41
གཞིབས་པ,28
གཞིལ་བ,203
གཞིས་ཀ,50
གཞིས་པ,3
གཞིས་རྩེ,1
གཞུ,597
གཞུ་དབྱིབས,2
གཞུ་བ,18
གཞུ་མོ,2
གཞུ་རྒྱལ,2
གཞུག,5153
གཞུག་པ,3873
གཞུང,26
གཞུང་ཆུ,4
གཞུང་དངོས,17
གཞུང་དོན,7
གཞུང་བླ་མ,13
གཞུང་མ,15
གཞུང་ཚིག,3
གཞུང་འགྲེལ,22
གཞུང་འབྲུ,1
གཞུང་ལུགས,13
གཞུང་ས,8
གཞུངས་པ,153
གཞུམ་པ,8
གཞུར,10
གཞུར་བ,2
གཞུས,7
གཞེན་པ,2
གཞེས་པ,107
གཞོག,55
གཞོག་པ,144
གཞོགས,2
གཞོགས་བཤལ,1
གཞོགས་སློང,1
གཞོང་ཐོགས,3
གཞོང་པ,73
གཞོང་བུ,5
གཞོན་ཉམས,6
གཞོན་པ,478
གཞོན་མ,2
གཞོན་རབས,2
གཞོན་ཤ,4
གཞོབ་པ,1
གཞོམ་པ,1524
གཞོལ་བ,1802
གཞོལ་མ,7
གཟག,2
གཟགས་པ,1
གཟང,20
གཟང་རིང,1
གཟན,121
གཟན་པ,43
གཟན་ཤམ,1
གཟབ་པ,88
གཟབ་མ,27
གཟབ་རྒྱས,1
གཟབ་སྤྲོས,2
གཟབས་པ,21
གཟའ,193
གཟའ་ཉི་མ,2
གཟའ་ཟླ་བ,3
གཟའ་རཱ་ཧུ་ལ,1
གཟའ་རྒོད,1
གཟའ་སྤེན་པ,2
གཟར,54
གཟར་བ,32
གཟར་བུ,73
གཟས་པ,81
གཟི,239
གཟི་བརྗིད,82
གཟི་བྱིན,5
གཟི་མདངས,14
གཟི་འོད,3
གཟིག,28
གཟིག་ལྤགས,1
གཟིགས་པ,5300
གཟིགས་མོ,45
གཟིགས་ཚུལ,6
གཟིང་བ,14
གཟིངས,43
གཟིངས་པ,54
གཟིམ་ཆུང་བ,4
གཟིམ་དཔོན,1
གཟིམ་པ,21
གཟིམས་པ,93
གཟིམས་མལ,1
གཟིར་བ,1124
གཟུ་དཔང,2
གཟུ་བོ,505
གཟུ་ལུམ,1
གཟུ་ལུམ་ཅན,7
གཟུག,363
གཟུགས,4322
གཟུགས་ཁམས,41
གཟུགས་གཞི,1
གཟུགས་ངན,2
གཟུགས་ཅན,311
གཟུགས་དབྱིབས,1
གཟུགས་པ,132
གཟུགས་པོ,19
གཟུགས་བཅོས,1
གཟུགས་བརྙན,74
གཟུགས་མཆོག,5
གཟུགས་མཛེས,6
གཟུགས་འཛིན,10
གཟུགས་རགས་པ,12
གཟུགས་སྐུ,913
གཟུང་བ,9765
གཟུང་མ,27
གཟུང་འཛིན,10
གཟུང་ཡུལ,6
གཟུང་རྣམ,1
གཟུངས,1374
གཟུངས་གཞུག,1
གཟུངས་ཐག,2
གཟུངས་ཐོབ་པ,13
གཟུངས་མ,67
གཟུངས་འདུས,4
གཟུད་པ,244
གཟུར་བ,14
གཟེ་མ,11
གཟེག,68
གཟེགས་མ,54
གཟེངས,70
གཟེངས་པ,54
གཟེངས་བསྟོད,6
གཟེད་པ,8
གཟེན,1
གཟེབ,16
གཟེམ་པ,1
གཟེར,285
གཟེར་ཁ,10
གཟེར་ཐུང,4
གཟེར་ཐེབས,2
གཟེར་ནད,1
གཟེར་བ,112
གཟེར་བུ,23
གཟེར་མ,4
གཟེར་འདེབས,2
གཟོ་བ,161
གཟོང་བུ,3
གཟོད་མ,21
གཟོན,18
གཟོན་པ,156
གཟོབ་པ,16
གཟོབས,4
གའུ,117
གཡག,33
གཡག་པ,54
གཡག་རུ,22
གཡག་རྒོད,2
གཡག་རྔ,6
གཡག་སྡེ,1
གཡང,164
གཡང་ཁ,16
གཡང་ཁུག,5
གཡང་གཞི,136
གཡང་ཊི,4
