# form	pos	lemma	sense	freq
ཀརྟི་ཀཱ				1
ཀརྣི་ཀ				1
ཀརྨ				690
ཀརྨ་དེ་བཞིན་གཤེགས་པ				1
ཀརྨ་པ				720
ཀརྨ་པ་དབང་ཕྱུག་རྡོ་རྗེ				2
ཀརྨ་པ་མཁའ་ཁྱབ་རྡོ་རྗེ				1
ཀརྨ་བཀའ་བརྒྱུད				31
ཀརྨྨཿ				1
ཀརྻཾ				7
ཀལྤ				53
ཀཱ				1311
ཀཱ་ཀོ་ལ				1
ཀཱ་ཎ				1
ཀཱ་ཏྱཱ་ཡ་ན				149
ཀཱ་བྱ				2
ཀཱ་མ				212
ཀཱ་མཾ				5
ཀཱ་ཡ				78
ཀཱ་ར་ཎ				1
ཀཱ་ར་བཱི				2
ཀཱ་རི་ཀ				40
ཀཱ་རི་ཀཱ				108
ཀཱ་རུ་ཎཱ				1
ཀཱ་རྟི་ཀ				1
ཀཱ་ལ				31
ཀཱ་ལཱ				3
ཀཱ་ལི				2194
ཀཱ་ས				1
ཀཱཎྜ				1
ཀཱནྟཱ				1
ཀཱནྟི				3
ཀཱརྟི་ཀ				15
ཀཱརྵཱ་པ་ཎ				47
ཀཱི་ལ				23
ཀཱི་ལ་ཡ				3
ཀི				2402
ཀི་ཀང				62
ཀི་ཀི				13
ཀིང་ཤུ་ཀ				16
ཀིངྐ་ར				6
ཀིན				11
ཀིམ				11
ཀིམ་པ་ཀ				2
ཀིའུ				10
ཀིཾ				236
ཀུ				30
ཀུ་ཀྵི				2
ཀུ་ཅོ				182
ཀུ་ཊ				33
ཀུ་ཊི				28
ཀུ་ཏྲ				7
ཀུ་དིར				1
ཀུ་བ				92
ཀུ་བེ་ར				152
ཀུ་མ་ར་ཏ				1
ཀུ་མཱ་ར				170
ཀུ་མཱ་རཱི				1
ཀུ་མི་ཏྲ				1
ཀུ་མུ་ད				381
ཀུ་མུཏ				23
ཀུ་མུད				355
ཀུ་མུད་གཉེན				1
ཀུ་ཙ				10
ཀུ་ཡ				8
ཀུ་ར				10
ཀུ་རུ				158
ཀུ་རུ་ཀུ་ལེ				11
ཀུ་རུ་ཀུ་ལླེ				11
ཀུ་རུ་ཀུལླེ				411
ཀུ་རུ་ཁ				4
ཀུ་རེ				483
ཀུ་ལཱི				12
ཀུ་ལི				77
ཀུ་ཤ				1713
ཀུ་ཤཱི				2
ཀུ་ཤུ				47
ཀུ་ས་ར				4
ཀུ་སཱ་ལི				170
ཀུ་སུ་མ				16
ཀུ་སྒྲ				23
ཀུག				6
ཀུཎྜ་ལཾ				1
ཀུན				237960
ཀུན་ཁེབས				1
ཀུན་ཁྱབ				7
ཀུན་གཞི				5167
ཀུན་གཟིགས				23
ཀུན་གསལ				105
ཀུན་གྲུབ				14
ཀུན་ཆུབ				23
ཀུན་ཏུ				956
ཀུན་ཏུ་ཟུང་ལྡན				1
ཀུན་ཏུ་འཇུག་པ				1
ཀུན་ཏུ་འོད				1
ཀུན་ཏུ་རྒྱུ				493
ཀུན་ཏུ་རྟོག་པ				238
ཀུན་ཏུ་སྦྱོར་བ				54
ཀུན་ད				3
ཀུན་དཀྲིས				102
ཀུན་དགའ				2923
ཀུན་དགའ་དཔལ་ལྡན				4
ཀུན་དགའ་བཀྲ་ཤིས				157
ཀུན་དགའ་བོ				6853
ཀུན་དགའ་ར་བ				1267
ཀུན་དགའ་ར་བ་པ				2
ཀུན་དགའ་རྒྱལ་མཚན				321
ཀུན་དགའ་ལྷུན་གྲུབ				88
ཀུན་དགའ་སེངྒེ				4
ཀུན་དོང				15
ཀུན་ནས				2
ཀུན་བཏགས				157
ཀུན་བཏུས				505
ཀུན་བདག				12
ཀུན་བཟང				3760
ཀུན་བརྟགས				567
ཀུན་བྱང				1
ཀུན་བྱེད་རྒྱལ་པོ				139
ཀུན་མཁྱེན				1990
ཀུན་མཁྱེན་དོལ་པོ་པ				5
ཀུན་མཁྱེན་ཡེ་ཤེས				396
ཀུན་མཛེས				4
ཀུན་ཟ				1
ཀུན་འཁོར				5
ཀུན་འགེངས				4
ཀུན་འགྲོ				178
ཀུན་འཇུག				19
ཀུན་འཇོམས				7
ཀུན་འབྱུང				1419
ཀུན་འཛིན				121
ཀུན་ར				2
ཀུན་རིག				610
ཀུན་རིག་པ				2
ཀུན་རྒྱས				11
ཀུན་རྟོག				706
ཀུན་རྫོབ				23443
ཀུན་རྫོབ་གཉིས				5
ཀུན་རྫོབ་པ				69
ཀུན་རྫོབ་བདེན་པ				11
ཀུན་རྫོབ་སེམས་བསྐྱེད				290
ཀུན་ལས་བཏུས་པ				79
ཀུན་ལྡན				97
ཀུན་ཤེས				1016
ཀུན་སྟོབས				2
ཀུན་སྣང				250
ཀུན་སྤངས				9
ཀུན་སྤྱོད				1189
ཀུན་སྦྱོར				273
ཀུན་སློང				1889
ཀུནྡུ་རུ				10
ཀུམ				33
ཀུམ་ཀུམ				2
ཀུམ་པོ				1
ཀུཥྛཾ				1
ཀེ				662
ཀེ་ཀ				3
ཀེ་ཀེ་རུ				57
ཀེ་ཏ་ཀ				27
ཀེ་རུ				14
ཀེ་རེ				15
ཀེ་ལ་ཤ				1
ཀེ་ཤི་ནཱི				1
ཀེ་ས་ར				14
ཀེག				227
ཀེག་འཕྲང				7
ཀེང་རུས				1387
ཀེང་རུས་ཅན				17
ཀེང་ཤུ་ཀ				14
ཀེམ་ཀེམ				6
ཀེའུ				9
ཀེའུ་ཀ་ཡ				1
ཀེའུ་ཙེ				3
ཀེའུ་ཚང				122
ཀེར				13
ཀེར་རེ				1
ཀོ				646
ཀོ་ཀི་ལ				2
ཀོ་ཀོ				4
ཀོ་ཀོ་གཡག				1
ཀོ་གདན				1
ཀོ་གྱོང				1
ཀོ་ཅི				42
ཀོ་ཆུ				4
ཀོ་ཊ				60
ཀོ་ཋ				1
ཀོ་ཐིག				1
ཀོ་པགས་མཁན				1
ཀོ་བ				168
ཀོ་བྱི་ལ				4
ཀོ་མཁན				18
ཀོ་མོག				14
ཀོ་ཙེ				2
ཀོ་རེ				1
ཀོ་རོ				16
ཀོ་ལ				18
ཀོ་ལཱ				1
ཀོ་ལེ				2
ཀོ་ལོང				313
ཀོ་ལྕག				3
ཀོ་ལྤགས				237
ཀོ་ལྷམ				2
ཀོ་ཤ				38
ཀོ་ཤམ་པ				3
ཀོ་ཥ				36
ཀོ་ས་ལ				116
ཀོ་སྐོ				14
ཀོག				34
ཀོང				243
ཀོང་ཀོང				2
ཀོང་ཆས				1
ཀོང་ཇོ				26
ཀོང་པོ				160
ཀོང་པོ་བུ་ཆུ				3
ཀོང་བུ				421
ཀོང་མོ				2
ཀོང་ཡུལ				74
ཀོང་རྣ				1
ཀོར				609
ཀོར་ཀོར				1
ཀོལ་མ				3
ཀོས་ཀོ				17
ཀོས་ཐག				1
ཀཽ་ཤམྦྷི				3
ཀཽ་ཤི་ཀ				2778
ཀཿ				3
ཀྭ				202
ཀྭའི				36
ཀྱག་ཀྱོག				5
ཀྱང				362139
ཀྱར་ཀྱོར				1
ཀྱལ་ཀ				138
ཀྱལ་པ				269
ཀྱི				1455735
ཀྱི་ལྕེ				12
ཀྱི་ཧུད				681
ཀྱིན				1363
ཀྱིས				433008
ཀྱུ				1252
ཀྱུ་མ				5
ཀྱུ་རུ་རུ				1
ཀྱུག་ཀྱུག				1
ཀྱུར་ཀྱུར				4
ཀྱེ				5001
ཀྱེ་ཀྱེ				271
ཀྱེ་མ				3004
ཀྱེ་མ་ཧོ				1
ཀྱེ་མའོ				5
ཀྱེ་རྡོ་རྗེ				272
ཀྱེ་རྡོར				398
ཀྱེ་ཧུ				2
ཀྱེ་ཧུད				217
ཀྱེ་ཧོ				428
ཀྱེད				12
ཀྱཻ་རྡོ་རྗེ				355
ཀྱོ་བ				41
ཀྱོག་ཀྱོག				3
ཀྱོག་པ				5
ཀྱོག་པོ				75
ཀྱོག་བཤད				8
ཀྱོག་ཤད				1
ཀྱོང་ཀྱོང				2
ཀྱོང་པོ				1
ཀྲང་ངེ				4
ཀྲད				1
ཀྲད་པ				3
ཀྲབ་ཀྲབ				4
ཀྲི་ཀྲི				8
ཀྲི་མི				1
ཀྲི་ཡ				41
ཀྲི་ཡོག				52
ཀྲིག་ཀྲིག				8
ཀྲིན				4
ཀྲུགས				3
ཀྲུང་ཀྲུང				17
ཀྲུམ				8
ཀྲུཾ				7
ཀྲོག་ཀྲོག				14
ཀྲོང་ཀྲོང				6
ཀྲོང་ངེ				13
ཀྲོང་ངེ་བ				4
ཀྲོདྷ				9
ཀྲྀ་ཏ				257
ཀྲྀ་ཏི				6
ཀྲྀཏྟི				1
ཀྲྀཥྞ				141
ཀྲྀཥྞཱ				6
ཀླ་ཀློ				89
ཀླག				23
ཀླག་ཅོར				52
ཀླགས་པ				40
ཀླད				1164
ཀླད་ཀོར				103
ཀླད་གཞུང				2
ཀླད་གཟེར				29
ཀླད་དོན				25
ཀླད་པ				950
ཀླད་ཕོར				1
ཀླད་མ				1
ཀླད་མེད				1
ཀླད་རྒྱ				11
ཀླད་རྒྱས				47
ཀླད་སྲིན				2
ཀླན				9
ཀླན་ཀ				938
ཀླན་པ				4
ཀླབ				1
ཀླམ་པ				1
ཀླལ				1
ཀླས				218
ཀླས་པ				327
ཀླུ				16929
ཀླུ་ཁང				20
ཀླུ་གཉན				268
ཀླུ་གཏེར				11
ཀླུ་གཏོར				47
ཀླུ་གནོད				4
ཀླུ་ཆེན				308
ཀླུ་ཐེབས				11
ཀླུ་དབང				335
ཀླུ་དུག				5
ཀླུ་ནད				44
ཀླུ་བདག				10
ཀླུ་བདུད				7
ཀླུ་བདུད་རྡོ་རྗེ				1
ཀླུ་བཙན				13
ཀླུ་བརྒྱད				25
ཀླུ་མོ				330
ཀླུ་ཟ				1
ཀླུ་འབུམ				38
ཀླུ་རྒྱལ				65
ཀླུ་རྒྱལ་དགའ་བོ				1
ཀླུ་ལག				24
ཀླུ་ཤིང				54
ཀླུ་སྐྱེས				2
ཀླུ་སྒྲུབ				6811
ཀླུ་སྨན				144
ཀླུང				4581
ཀླུང་ཁང				1
ཀླུང་པ				17
ཀླུང་མ				1
ཀླུང་རྒྱུན				4
ཀླུང་རྟ				8
ཀླུང་ཤོད				4
ཀླུངས				43
ཀླུབ				8
ཀླུབ་པ				4
ཀླུབས				79
ཀློ་ཡུལ				3
ཀློག				1315
ཀློག་པ				2008
ཀློག་ཚུལ				52
ཀློག་འདོན				26
ཀློག་སྐྱ				80
ཀློགས				40
ཀློང				9545
ཀློང་གྱུར				4
ཀློང་ཆེན				278
ཀློང་ཆེན་སྙིང་ཐིག				21
ཀློང་འཁོར				5
ཀློང་འཁྱིལ				4
ཀློང་ཡངས				490
ཀློང་རྡོལ				26
ཀློང་སྡེ				9
ཀློད				429
ཀྵ་མིན				1
ཀྵ་ཡ				7
ཀྵ་ཡ་ནག་པོ				1
ཀྵ་རཾ				1
ཀྵཱནྟི				5
ཀྵི་ཡཱ				1
ཀྵུ་ཏ				1
ཀྵུ་པ				1
ཀྵེ་པ				11
ཀྵྨཱ				1
ཁ				69891
ཁ་ཁ				1054
ཁ་ཁུ				6
ཁ་ཁེངས				1
ཁ་ཁེབས				2
ཁ་ཁྱེར				983
ཁ་ཁྲམ				1
ཁ་ཁྲལ				11
ཁ་ཁྲིམས				4
ཁ་གང				96
ཁ་གང་མ				4
ཁ་གཅོད				29
ཁ་གཏད				51
ཁ་གཏད་པ				2
ཁ་གཏམ				28
ཁ་གཏིང				13
ཁ་གཏུགས				1
ཁ་གཏོང་བ				2
ཁ་གདངས				162
ཁ་གདན				4
ཁ་གནོན				39
ཁ་གཟར				29
ཁ་གཡེར་བ				1
ཁ་གཡོགས				6
ཁ་གཤགས				2
ཁ་གསག				226
ཁ་གསབ				1
ཁ་གསར				4
ཁ་གསལ				66
ཁ་གསོ་བ				22
ཁ་གསོས				15
ཁ་གྱེས་པ				6
ཁ་གྲངས				20
ཁ་གྲུ				2
ཁ་གྲོགས				2
ཁ་གླལ་བ				1
ཁ་ངན				37
ཁ་ངུ				16
ཁ་ངོ				2
ཁ་ངོམས་གྲོད་འགྲངས				1
ཁ་ཆ				25
ཁ་ཆག				12
ཁ་ཆད				6
ཁ་ཆབ				3
ཁ་ཆར				128
ཁ་ཆིངས				59
ཁ་ཆུ				145
ཁ་ཆེ				1522
ཁ་ཆེ་གུར་ཀུམ				5
ཁ་ཆེམས				119
ཁ་ཆོས				110
ཁ་ཉིན				1
ཁ་ཉུང				1
ཁ་ཉུང་བ				1
ཁ་ཊྭཱ				5
ཁ་ཊྭཱཾ་ག				569
ཁ་ཏ				163
ཁ་ཏ་བ				2
ཁ་ཏོག				8
ཁ་ཏོན				1852
ཁ་ཐབས				12
ཁ་ཐལ				3
ཁ་ཐལ་བ				1
ཁ་ཐུག				12
ཁ་ཐུམ				3
ཁ་ཐོག				2
ཁ་ཐོར				2
ཁ་ད་ཆད				7
ཁ་དཀར				25
ཁ་དཀར་པོ				11
ཁ་དག				16
ཁ་དན				11
ཁ་དཔེ				2
ཁ་དབང				1
ཁ་དབྲག				4
ཁ་དམ				1
ཁ་དམ་པོ				1
ཁ་དམར				11
ཁ་དམར་བ				3
ཁ་དི་ར				2
ཁ་དུག་ཅན				3
ཁ་དུམ་པ				13
ཁ་དོག				21825
ཁ་དྲག་པོ				8
ཁ་དྲངས				3
ཁ་དྲི				10
ཁ་དྲོ				8
ཁ་ན				133
ཁ་ན་མ་ཐོ་བ				3072
ཁ་ནག				17
ཁ་ནམ				1
ཁ་ནིང				14
ཁ་ནུབ				34
ཁ་པ				380
ཁ་པོ				52
ཁ་ཕོ				34
ཁ་ཕོར				22
ཁ་ཕྱི				27
ཁ་ཕྱིས				2
ཁ་ཕྱེ				5
ཁ་ཕྱོགས				142
ཁ་ཕྲུ				110
ཁ་བ				1124
ཁ་བ་ཅན				851
ཁ་བཀུག				1
ཁ་བཀྲམ				2
ཁ་བཏགས				20
ཁ་བད				116
ཁ་བདེ				11
ཁ་བབས་པ				4
ཁ་བརྒྱ				2
ཁ་བརྒྱུད				68
ཁ་བརྡ				6
ཁ་བཤད				122
ཁ་བཤལ				8
ཁ་བསོད				1
ཁ་བོ				7
ཁ་བྱང				343
ཁ་བྱེ་བ				4
ཁ་བྲ				1
ཁ་བྲག				17
ཁ་བྲི				3
ཁ་མང				28
ཁ་མང་པོ				1
ཁ་མངལ				1
ཁ་མཆུ				147
ཁ་མཉམ				2
ཁ་མཐུན				9
ཁ་མདོག				18
ཁ་མཚར				1
ཁ་མཚུལ				4
ཁ་མཛེས				5
ཁ་མུར				1
ཁ་མེད				42
ཁ་མོ				25
ཁ་ཙམ				2
ཁ་ཚ				53
ཁ་ཚ་བ				6
ཁ་ཚང				8
ཁ་ཚད				4
ཁ་ཚན				1
ཁ་ཚར				149
ཁ་ཚིག				25
ཁ་ཚུམས				4
ཁ་ཚོད				1
ཁ་ཚོན				406
ཁ་ཞུན				1
ཁ་ཞེ				116
ཁ་ཞེང				41
ཁ་ཞེན				1
ཁ་ཟས				4933
ཁ་ཟུར				1
ཁ་ཟེར				234
ཁ་ཟེར་བ				30
ཁ་འགྱེད				2
ཁ་འཆམ				4
ཁ་འཆལ				17
ཁ་འཆིང				15
ཁ་འཆོལ				1
ཁ་འཇམ				9
ཁ་འཐབ				1
ཁ་འཐམ་པ				1
ཁ་འདམ				2
ཁ་འདར				2
ཁ་འདུམ				2
ཁ་འདེབས				3
ཁ་འདོན				99
ཁ་འདྲེ				2
ཁ་འཕངས་པ				4
ཁ་འཕྱུར				1
ཁ་འབར་མ				1
ཁ་འབུད				1
ཁ་འབུས				19
ཁ་འབུས་པ				4
ཁ་འབྱམས				97
ཁ་འབྱེད་པ				10
ཁ་འཛིན				243
ཁ་འཛུམ				6
ཁ་འོག				12
ཁ་ཡ				4
ཁ་ཡག				4
ཁ་ཡན				35
ཁ་ཡར				15
ཁ་ཡིག				22
ཁ་ཡོག				25
ཁ་ཡོན				1
ཁ་ར				69
ཁ་རག་སྐོར་གསུམ				5
ཁ་རལ				100
ཁ་རལ་བ				2
ཁ་རས				25
ཁ་རི				2
ཁ་རིམས				1
ཁ་རུ				154
ཁ་རུ་ཚྭ				13
ཁ་རོ				15
ཁ་རོག				153
ཁ་རཾ				30
ཁ་རྒྱ				8
ཁ་རྒྱན				768
ཁ་རྒྱལ་བ				2
ཁ་རྒྱུག				2
ཁ་རྒྱུན				9
ཁ་རྗེ				40
ཁ་རྗེ་དབང་ཐང				35
ཁ་རྩང				36
ཁ་རྩལ				4
ཁ་རྩིས				2
ཁ་རྩེ				1
ཁ་རྩོད				1
ཁ་རླངས				489
ཁ་ལག				84
ཁ་ལང				1
ཁ་ལན				15
ཁ་ལབ				1
ཁ་ལས				93
ཁ་ལུང་པ				1
ཁ་ལུད				15
ཁ་ལེན				7
ཁ་ལེབ				1
ཁ་ལོ				348
ཁ་ལོ་པ				37
ཁ་ལོ་སྒྱུར				12
ཁ་ལོ་སྒྱུར་བ				413
ཁ་ལྟ་བ				3
ཁ་ལྟས				17
ཁ་ལྷག				4
ཁ་ཤ				58
ཁ་ཤགས				13
ཁ་ཤས				216
ཁ་ཤིང				1
ཁ་ཤུགས				11
ཁ་ཤོ				1
ཁ་ཤོབ				1
ཁ་ས				82
ཁ་སང				267
ཁ་སརྤ་ཎི				7
ཁ་སརྤཱ་ཎི				2
ཁ་སེང				4
ཁ་སོ				39
ཁ་སྐད				9
ཁ་སྐོང				2094
ཁ་སྐོང་སྦྱིན་སྲེག				1
ཁ་སྐོམ				13
ཁ་སྐྱུར				5
ཁ་སྐྱེངས				3
ཁ་སྐྱོང				2
ཁ་སྒོ				62
ཁ་སྒྱུར་བ				7
ཁ་སྒྲོག				1
ཁ་སྟབས				3
ཁ་སྟོང				4
ཁ་སྟོབས				4
ཁ་སྣོན				15
ཁ་སྤུ				698
ཁ་སྤྲད				3
ཁ་སྤྲོད				63
ཁ་སྦུབ				57
ཁ་སྦྱར				158
ཁ་སྦྱོར				1938
ཁ་སྨྲས				59
ཁ་སློང				1
ཁ་སློང་བ				1
ཁ་སློབ				9
ཁག				605
ཁག་ཁག				2
ཁག་ཁུར				8
ཁག་པོ				55
ཁག་མེད				2
ཁག་སྦྱོང				3
ཁང་ཁྱིམ				511
ཁང་གཞི				1
ཁང་ཆེན				402
ཁང་ཐོག				182
ཁང་དམར				13
ཁང་པ				4730
ཁང་ཕུག				11
ཁང་བདག				6
ཁང་བཟང				1078
ཁང་བུ				593
ཁང་མིག				48
ཁང་མོ་ཆེ				10
ཁང་ཚན				8
ཁང་ཞིང				19
ཁང་རུལ				40
ཁང་རྨང				15
ཁང་རྩིག				2
ཁང་རྩེག				2
ཁང་སྒྲོམ				107
ཁང་སྟེང				138
ཁང་སྟོང་རྐུན་མ				4
ཁངས				9
ཁཌྒ				16
ཁཎྜ				647
ཁད				820
ཁད་མཉམ				13
ཁན				111
ཁབ				4897
ཁབ་མགོ				1
ཁབ་མིག				43
ཁབ་རལ				42
ཁབ་རྩེ				6
ཁབ་ལེན				69
ཁབ་སོ				2
ཁབ་སྲུབ				1
ཁབས				2
ཁམ				2097
ཁམ་ཆུང				8
ཁམ་དཀར				1
ཁམ་དམར				1
ཁམ་ནག				181
ཁམ་པ				333
ཁམ་ཕོར				158
ཁམ་བུ				93
ཁམ་ཚད				13
ཁམ་ཚིག				1
ཁམ་ཟས				83
ཁམ་འཕྲོ				2
ཁམ་ས				4
ཁམ་སེར				40
ཁམས				100683
ཁམས་གསུམ				483
ཁམས་གསུམ་པ				39
ཁམས་གསུམ་རྣམ་རྒྱལ				9
ཁམས་གོང་མ				3
ཁམས་ཆེན་པོ				4
ཁམས་ཐ་མ				1
ཁམས་དཀར་པོ				2
ཁམས་དམར་པོ				2
ཁམས་དྲུག				19
ཁམས་པ				906
ཁམས་ལྔ				2
ཁམས་སྙོམས་པ				1
ཁམས་སྨད				1
ཁར				59
ཁར་ཕོག་སྣར་ཕོག				1
ཁར་བ				101
ཁར་རྗེ				3
ཁར་རྩང				8
ཁར་སང				84
ཁལ				879
ཁལ་ཁ				7
ཁལ་གཡག				1
ཁལ་མ				3
ཁས་དམན				1
ཁས་འཆེ་བ				154
ཁས་ལེན				2428
ཁས་ལེན་པ				577
ཁས་ས				2
ཁིར				3
ཁུ				1233
ཁུ་ཁྲག				469
ཁུ་གུ				7
ཁུ་ཆུ				72
ཁུ་དངོས་གྲུབ				3
ཁུ་དབོན				159
ཁུ་པ				5
ཁུ་བ				4298
ཁུ་བོ				177
ཁུ་བྱུག				409
ཁུ་མདོ་སྡེ་འབར				3
ཁུ་ཚན				26
ཁུ་ཚུར				3157
ཁུ་འཕངས				4
ཁུ་འཕྲིག				75
ཁུ་འབངས				1
ཁུ་ཡུ				13
ཁུ་ཡུག				1
ཁུ་ཡེ				1
ཁུ་ར				1
ཁུ་རུ				8
ཁུ་རྡུལ				129
ཁུ་ལེ				22
ཁུ་སྟོན་བརྩོན་འགྲུས་གཡུང་དྲུང				7
ཁུག				3298
ཁུག་ཆུང				2
ཁུག་མ				35
ཁུག་རྟ				11
ཁུག་རྣ				45
ཁུག་སྣ				25
ཁུགས				324
ཁུགས་པ				69
ཁུང				1971
ཁུང་པོ				1
ཁུང་བུ				871
ཁུངས				2669
ཁུངས་མ				46
ཁུངས་མེད				31
ཁུངས་ལུང				1
ཁུད				98
ཁུན				11
ཁུན་པ				2
ཁུམ				18
ཁུམ་བུ				3
ཁུམས				68
ཁུར				3584
ཁུར་ཆུང				1
ཁུར་ཆེན				71
ཁུར་ཐག				1
ཁུར་བ				499
ཁུར་བཟོད་པ				1
ཁུར་བོར་བ				4
ཁུར་མོང				1
ཁུར་ཚ་བ				12
ཁུར་ཚོད				4
ཁུར་ཚོས				3
ཁུར་འཛིན				42
ཁུར་རྩ				1
ཁུར་ལེན་པ				3
ཁུལ				253
ཁུས་འདེབས				11
ཁེ				1298
ཁེ་གྲགས				32
ཁེ་ཉེན				39
ཁེ་པ				10
ཁེ་ཙ་ར				1
ཁེ་སྐྱེད				4
ཁེ་སྤོགས				33
ཁེ་སྤོགས་པ				1
ཁེག				24
ཁེགས				2605
ཁེགས་པ				290
ཁེང				28
ཁེང་ལོག				1
ཁེངས				846
ཁེངས་གཏམ				5
ཁེངས་པ				1211
ཁེངས་པ་ཅན				7
ཁེངས་བྲལ				2
ཁེངས་མེད				21
ཁེངས་རློམ				4
ཁེངས་ལྡན་མ				9
ཁེངས་སེམས				61
ཁེངས་སྐྱུང				10
ཁེན				20
ཁེན་གནམ				1
ཁེན་པ				4
ཁེབ				41
ཁེབས				460
ཁེབས་གཅོད				1
ཁེབས་མ				1
ཁེམ				11
ཁེམ་བུ				2
ཁེར				14
ཁེལ				157
ཁེལ་བ				100
ཁོ				9001
ཁོ་ཅག				4
ཁོ་ཉིད				94
ཁོ་ཐག				174
ཁོ་ན				26779
ཁོ་ན་ཉིད				2151
ཁོ་པ				15
ཁོ་བོ				5337
ཁོ་མོ				759
ཁོ་ར				16
ཁོ་ར་ཁོར་ཡུག				415
ཁོ་རང				21
ཁོ་རེ				33
ཁོ་ལག				24
ཁོག				440
ཁོག་གཅོང				1
ཁོག་ཆུང				2
ཁོག་ཆུད				1
ཁོག་ནག				3
ཁོག་པ				733
ཁོག་མ				14
ཁོག་ཞུགས				18
ཁོག་འབུབས				10
ཁོག་ཡངས				6
ཁོག་སྟོང				33
ཁོག་སྟོད				41
ཁོག་སྦུབས				3
ཁོག་སྨད				35
ཁོང				20165
ཁོང་ཁྲག				15
ཁོང་ཁྲོ				621
ཁོང་ཁྲོ་བ				271
ཁོང་གཅོང				2
ཁོང་གནག				1
ཁོང་གསེང				157
ཁོང་ནང				4
ཁོང་ནད				5
ཁོང་མ				1
ཁོང་འཁྱིད				2
ཁོང་ཡངས				7
ཁོང་ཤོར				1
ཁོང་སེང				7
ཁོང་སྒྲིལ				1
ཁོང་སྙིང				29
ཁོང་སྙོམ				1
ཁོང་སྟོང				6
ཁོངས				4557
ཁོད				195
ཁོད་སྙོམས་པ				6
ཁོན				427
ཁོན་པ				4
ཁོབ				23
ཁོམ				223
ཁོམ་ལོང				1
ཁོར				136
ཁོར་བ				6
ཁོར་མོ				64
ཁོར་མོ་ཡུག				1
ཁོར་ཟུག				13
ཁོར་ཡུག				2312
ཁོར་ཡུག་རི				16
ཁོར་ས				13
ཁོལ				798
ཁོལ་ཁོལ				4
ཁོལ་པོ				133
ཁོལ་བ				173
ཁོལ་བུ				31
ཁོལ་མ				103
ཁོལ་མོ				90
ཁོས				337
ཁོས་པ				3
ཁཾ				877
ཁྭ				422
ཁྭ་ཏ				85
ཁྭ་སྐད				4
ཁྱ་མ				2
ཁྱག				40
ཁྱགས་རོམ				2
ཁྱད				6821
ཁྱད་གཞི				709
ཁྱད་གསོད				141
ཁྱད་ཆོས				3307
ཁྱད་དུ				7
ཁྱད་དོན				23
ཁྱད་ནོར				26
ཁྱད་པར				2620
ཁྱད་པར་ཅན				12044
ཁྱད་པར་བ				582
ཁྱད་མཚན				208
ཁྱད་མཚར				17
ཁྱད་འཕགས				464
ཁྱད་འབྱིན				1
ཁྱབ				18414
ཁྱབ་གདལ				157
ཁྱབ་གནས				22
